sn,Name,Symbol,Category,First Traded Price,First Traded Date,Last Traded Price,Last Traded Date,Note
1,Api Finance Limited,xAFL,Finance Company,240.0,2010-04-15,107.0,2012-07-23,
2,Axis Development Bank Limited,xADBL,Development Banks,240.0,2010-04-15,91.0,2013-10-07,
3,Bank of Asia Nepal Limited,xBOANL,Commercial Banks,300.0,2010-04-15,228.0,2012-06-28,
4,Bhrikuti Vikash Bank Limited,xBVBL,Commercial Banks,212.0,2010-04-15,378.0,2014-09-29,
5,Business Universal Development Bank Ltd.,xBUDBL,Development Banks,189.0,2010-04-15,269.0,2016-01-07,
6,Deva Bikas Bank Limited,xDBBL,Development Banks,172.0,2010-04-15,147.0,2020-07-06,
7,Fewa Bikas Bank Ltd. Promoter Share,xFBBLPS,Promoter Share,230.0,2010-04-15,209.0,2016-06-13,
8,Gorkha Finance Ltd.,xGFL,Finance Company,197.0,2010-04-15,84.0,2012-06-20,
9,Grand Bank Nepal Limited,xGBNL,Commercial Banks,250.0,2010-04-15,184.0,2015-01-29,
10,Gurkha Development Bank Limited,xGDBL,Development Banks,426.0,2010-04-15,25.0,2015-01-06,
11,Infrastructure Development Bank Ltd.,xIDBL,Development Banks,263.0,2010-04-15,196.0,2015-11-26,
12,Kailash Bikas Bank Ltd.,xKBBL,Development Banks,249.0,2010-04-15,238.0,2019-07-04,
13,Kaski Finance Limited,xKFL,Finance Company,221.0,2010-04-15,277.0,2015-08-02,
14,Lumbini Bank Limited,xLBL,Commercial Banks,245.0,2010-04-15,401.0,2015-12-24,
15,Madhyamanchal Gramin Development Bank Ltd.,xMGDBL,Development Banks,219.0,2010-04-15,131.0,2010-05-24,
16,Mahalaxmi BikasBank Limited,xMBL,Development Banks,198.0,2010-04-15,228.0,2017-03-14,
17,Narayani National Finance Limited,xNNFL,Finance Company,294.0,2010-04-15,340.0,2016-02-29,
18,Om Finance Ltd.,xOFL,Finance Company,400.0,2010-04-15,320.0,2015-07-14,
19,Paschimanchal Finance Co. Ltd.,xPFCL,Finance Company,178.0,2010-04-15,363.0,2016-06-01,
20,Public Development Bank Limited,xPDBL,Development Banks,160.0,2010-04-15,185.0,2014-07-01,
21,Sagarmatha  Finance Limited,xSFL,Finance Company,229.0,2010-04-15,226.0,2017-03-02,
22,Siddhartha Development Bank Ltd.,xSDBL,Development Banks,190.0,2010-04-15,,2017-04-20,
23,Supreme Development Bank Ltd.,xSDBL,Development Banks,139.0,2010-04-15,210.0,2015-11-26,
24,Ace Development Bank Ltd.,xADBL,Development Banks,246.0,2010-04-19,445.0,2016-08-07,
25,Clean Energy Development Bank Limited,xCEDBL,Development Banks,510.0,2010-04-19,273.0,2014-12-01,
26,Fewa Finance Co. Ltd.,xFFCL,Finance Company,345.0,2010-04-19,223.0,2014-12-21,
27,Mahakali Bikas Bank Limited,xMBBL,Development Banks,234.0,2010-04-19,304.0,2016-06-01,
28,Shikhar Finance Limited,xSFL,Finance Company,181.0,2010-04-19,110.0,2011-05-30,
29,IME Financial Institution,xIFI,Finance Company,590.0,2010-04-20,201.0,2012-02-02,
30,Imperial Financial Inst. Ltd.,xIFIL,Finance Company,285.0,2010-04-20,124.0,2012-02-15,
31,Lord Buddha Finance Limited,xLBFL,Finance Company,180.0,2010-04-20,128.0,2011-10-09,
32,Standard Finance Ltd.,xSFL,Finance Company,182.0,2010-04-20,96.0,2011-12-11,
33,Nepal Express Finance Ltd.,xNEFL,Finance Company,243.0,2010-04-21,302.0,2015-11-09,
34,Reliable Development Bank Limited,xRDBL,Development Banks,350.0,2010-04-21,523.0,2016-09-29,
35,Biratlaxmi Bikas Bank Limited,xBBBL,Development Banks,450.0,2010-04-22,400.0,2016-06-06,
36,Patan Finance Limited,xPFL,Finance Company,279.0,2010-04-22,122.0,2014-07-10,
37,NABIL Bank Limited Promotor Share,xNBLPS,Promoter Share,1846.0,2010-04-25,301.1,2024-10-27,
38,Siddhartha Development Bank Limited Promoter Share,xSDBLPS,Promoter Share,118.0,2010-04-25,150.0,2016-11-23,
39,Alpic Everest Finance Co. Ltd.,xAEFCL,Finance Company,388.0,2010-04-26,154.0,2011-10-12,
40,Pathibhara Bikas Bank Limited,xPBBL,Development Banks,324.0,2010-04-26,314.0,2014-09-29,
41,Bhrikuti Bikash Bank Limited Promoter Share,xBBBLPS,Promoter Share,124.0,2010-04-27,110.0,2014-09-01,
42,Lumbini Finance Ltd.,xLFL,Finance Company,345.0,2010-04-27,241.0,2017-02-06,
43,Civil Merchant Bittiya Santha Ltd.,xCMBSL,Others,236.0,2010-04-28,95.0,2013-09-26,
44,Alpic Everest Finance Limited Promotor Share,xAEFLPS,Promoter Share,170.0,2010-04-29,130.0,2011-10-02,
45,Nepal Shree Lanka Merchant Banking & Finance Ltd,xNSLMBFL,Finance Company,89.0,2010-04-29,75.0,2010-08-01,
46,NIDC Capital Markets Ltd.,xNCML,Finance Company,422.0,2010-04-29,600.0,2016-09-25,
47,Peoples Finance Ltd.,xPFL,Finance Company,192.0,2010-04-29,140.0,2014-11-12,
48,Universal Finance Ltd.,xUFL,Finance Company,201.0,2010-04-29,149.0,2011-09-13,
49,Triveni Bikas Bank Limited,xTBBL,Development Banks,303.0,2010-05-09,346.0,2016-10-27,
50,Apex Development Bank Ltd.,xADBL,Development Banks,270.0,2010-05-10,155.0,2015-11-26,
51,Bagheshwori Development Bank Limited,xBDBL,Development Banks,505.0,2010-05-10,147.0,2013-02-25,
52,Gandaki Bikas BankLimited,xGBB,Development Banks,483.0,2010-05-11,561.0,2016-09-08,
53,Gorkha Finance Limited Promoter Share,xGFLPS,Promoter Share,154.0,2010-05-13,154.0,2010-10-28,
54,Nepal Bangladesh Bank Limited Promoter Share,xNBBLPS,Promoter Share,220.0,2010-05-13,116.0,2020-07-29,
55,Nava Durga Finance Co. Ltd.,xNDFCL,Finance Company,235.0,2010-05-16,114.0,2014-02-09,
56,Nepal Housing & Merchant Finance Ltd.,xNHMFL,Finance Company,295.0,2010-05-16,198.0,2014-05-13,
57,Paschimanchal Bikash Bank Limited,xPBBL,Development Banks,287.0,2010-05-16,283.0,2015-01-28,
58,Bank of Kathmandu Limited Promoter Share,xBOKLPS,Promoter Share,740.0,2010-05-18,141.0,2022-06-13,
59,Kumari Bank Limited Promotor Share,xKBLPS,Promoter Share,350.0,2010-05-18,111.0,2025-06-24,
60,Nepal Aawas Finance Limited,xNAFL,Finance Company,263.0,2010-05-18,127.0,2015-09-16,
61,Premier Finance Co. Ltd.,xPFCL,Finance Company,295.0,2010-05-18,146.0,2015-03-04,
62,Subhechha Bikas Bank Limited,xSBBL,Development Banks,548.0,2010-05-18,349.0,2016-04-20,
63,Prudential Finance Company Limited,xPFCL,Finance Company,188.0,2010-05-19,144.0,2014-12-07,
64,Society Development Bank Ltd.,xSDBL,Development Banks,429.0,2010-05-19,133.0,2015-12-23,
65,Birgunj Finance Ltd.,xBFL,Finance Company,342.0,2010-05-20,174.0,2011-02-06,
66,Maha Laxmi Finance Ltd.,xMLFL,Finance Company,343.0,2010-05-20,309.0,2016-03-13,
67,CMB Finance Limited,xCFL,Finance Company,175.0,2010-05-26,102.0,2012-01-31,
68,Yeti Finance Ltd.,xYFL,Finance Company,275.0,2010-05-26,141.0,2013-02-28,
69,Sanima Bank Ltd. Promoter Share,xSBLPS,Promoter Share,275.0,2010-05-30,167.0,2025-02-24,
70,Resunga Bikas Bank Limited,xRBBL,Development Banks,353.0,2010-06-01,126.0,2012-06-14,
71,Capital Merchant Bank. & Fin. Promoter Share,xCMBFPS,Promoter Share,208.0,2010-06-02,,2018-09-23,
72,Gurkhas Finance  Ltd. Promoter Share,xGFLPS,Promoter Share,170.0,2010-06-03,331.0,2025-04-21,
73,Siddharth Finance Ltd.,xSFL,Finance Company,700.0,2010-06-06,234.0,2016-03-14,
74,Union Finance Co. Ltd.,xUFCL,Finance Company,453.0,2010-06-06,176.0,2017-03-21,
75,NCM Mutual Fund,xNMF,Mutual Fund,28.56,2010-06-08,27.0,2012-11-22,
76,Everest Finance Ltd.,xEFL,Finance Company,422.0,2010-06-09,190.0,2015-12-27,
77,Nepal Credit & Commercial Bank Ltd. Promoter Share,xNCCBLPS,Promoter Share,209.0,2010-06-09,119.38,2022-12-15,
78,Universal Finance Limited Promoter Share,xUFLPS,Promoter Share,130.0,2010-06-09,130.0,2011-01-11,
79,Kasthamandap Development Bank Limited,xKDBL,Development Banks,278.0,2010-06-10,500.0,2016-10-02,
80,Pokhara Finance Company Limited Promoter Share,xPFCLPS,Promoter Share,200.0,2010-06-20,221.0,2025-06-25,
81,NMB Bank Limited Promoter Share,xNBLPS,Promoter Share,150.0,2010-06-23,123.0,2025-06-29,
82,Goodwill Finance Limited Promoter,xGFLP,Promoter Share,185.0,2010-06-24,110.0,2022-04-24,
83,Infrastructure Development Bank Limited Promoter Share,xIDBLPS,Promoter Share,135.0,2010-06-29,100.0,2015-05-28,
84,Progressive Finance Limited Promoter Share,xPFLPS,Promoter Share,138.0,2010-06-30,118.0,2025-06-19,
85,Royal Merchant Bank & Finance Co. Ltd. Promoter Share,xRMBFCLPS,Promoter Share,227.0,2010-07-08,223.0,2010-07-11,
86,Best Finance Co. Limited Promoter Share,xBFCLPS,Promoter Share,115.0,2010-07-14,324.0,2025-06-02,
87,Narayani National Finance Company Limited Promoter Share,xNNFCLPS,Promoter Share,121.0,2010-07-26,132.0,2015-05-24,
88,Paschimanchal Bikash Bank Ltd. Promoter Share,xPBBLPS,Promoter Share,181.0,2010-07-29,124.0,2015-01-25,
89,Peoples Finance Limited Promoter Share,xPFLPS,Promoter Share,167.0,2010-08-05,167.0,2010-08-05,
90,Malika Development Bank Limited Promoter Share,xMDBLPS,Promoter Share,190.0,2010-08-19,104.0,2015-08-20,
91,Lumbini Bank Limited Promotor Share,xLBLPS,Promoter Share,237.0,2010-08-22,190.0,2015-04-16,
92,ICFC Finance Limited Promotor Share,xIFLPS,Promoter Share,116.0,2010-08-29,369.0,2024-12-26,
93,Bhajuratna Finance & Saving Co. Ltd.,xBFSCL,Finance Company,168.0,2010-09-08,116.0,2011-11-27,
94,Standard Finance Limited Promoter Share,xSFLPS,Promoter Share,110.0,2010-09-23,108.0,2011-12-07,
95,Nilgiri Bikas Bank Limited,xNBBL,Development Banks,335.0,2010-10-06,270.0,2015-04-23,
96,Suryadarshan Finance Company Limited,xSFCL,Finance Company,333.0,2010-10-20,94.0,2011-09-07,
97,Alpine Development Bank Limited,xADBL,Development Banks,295.0,2010-10-24,258.0,2017-03-16,
98,Zenith Finance Limited,xZFL,Finance Company,389.0,2010-11-02,172.0,2014-04-13,
99,Grand Bank Limited Promoter Share,xGBLPS,Promoter Share,229.0,2010-11-04,120.0,2014-06-11,
100,ACE Development Bank Limited Promoter Share,xADBLPS,Promoter Share,344.0,2010-11-10,128.0,2016-02-03,
101,Udhyam Bikas Bank Limited,xUBBL,Development Banks,359.0,2010-11-10,85.0,2012-04-12,
102,Swastik Merchant Finance Co. Ltd.,xSMFCL,Finance Company,282.0,2010-11-18,102.0,2011-08-28,
103,Subha Laxmi Finance Co. Ltd.,xSLFCL,Finance Company,325.0,2010-11-24,86.0,2013-06-25,
104,Gaurishankar Development Bank Ltd.,xGDBL,Development Banks,333.0,2010-11-30,176.0,2014-04-13,
105,Unique Finance Ltd.,xUFL,Finance Company,298.0,2010-11-30,353.0,2016-08-01,
106,IME Financial Institution Promoter Share,xIFIPS,Promoter Share,325.0,2010-12-02,208.0,2011-12-26,
107,Patan Finance Limited Promoter Share,xPFLPS,Promoter Share,126.0,2010-12-16,126.0,2010-12-16,
108,Seti Finance Limited,xSFL,Finance Company,349.0,2010-12-22,220.0,2017-05-24,
109,Yeti Finance Ltd. Promoter Share,xYFLPS,Promoter Share,146.0,2010-12-23,130.0,2011-01-02,
110,MachhaPuchhre  Bank Limited Promotor Share,xMBLPS,Promoter Share,213.0,2011-02-01,100.0,2025-04-13,
111,Gaurishankar Development Bank Ltd. Promoter Share,xGDBLPS,Promoter Share,142.0,2011-02-06,100.0,2012-05-10,
112,Kabeli Bikas Bank Limited,xKBBL,Development Banks,207.0,2011-02-08,180.0,2019-01-17,
113,Civil Merchant  Bittiya Sanstha Limited Promoter Share,xCMBSLPS,Promoter Share,101.0,2011-02-14,101.0,2011-03-16,
114,Butwal Finance Limited Promoter Share,xBFLPS,Promoter Share,199.0,2011-02-23,199.0,2011-02-23,
115,Valley Finance Limited,xVFL,Finance Company,379.0,2011-03-15,93.0,2013-02-26,
116,Western Development Bank Limited,xWDBL,Development Banks,330.0,2011-03-15,231.0,2018-07-10,
117,Araniko Development Bank Limited,xADBL,Development Banks,336.0,2011-03-16,370.0,2016-10-16,
118,Tinau Development Bank Limited,xTDBL,Development Banks,333.0,2011-03-16,166.0,2019-03-17,
119,Janaki Finance Limited Promoter Share,xJFLPS,Promoter Share,226.0,2011-03-23,349.0,2024-09-10,
120,Everest Finance Limited Promoter Share,xEFLPS,Promoter Share,321.0,2011-03-28,321.0,2011-03-28,
121,Professional Bikas Bank Ltd.,xPBBL,Development Banks,316.0,2011-04-21,74.0,2012-10-11,
122,KIST Bank Limited Promoter Share,xKBLPS,Promoter Share,130.0,2011-05-24,112.0,2014-09-07,
123,Siddhartha Bank Limited Promoter Share,xSBLPS,Promoter Share,109.0,2011-06-05,175.0,2025-07-06,
124,Nepal Express Finance Limited Promoter Share,xNEFLPS,Promoter Share,115.0,2011-07-12,102.0,2014-06-11,
125,Shree Investment & Finance Co. Ltd. Promoter Share,xSIFCLPS,Promoter Share,195.0,2011-07-12,232.5,2025-05-05,
126,CMB Finance Ltd. Promoter Share,xCFLPS,Promoter Share,100.0,2011-07-14,100.0,2011-07-14,
127,Supreme Development Bank Ltd. Promoter Share,xSDBLPS,Promoter Share,100.0,2011-08-08,100.0,2015-11-26,
128,Rara Bikas Bank Limited,xRBBL,Development Banks,395.0,2011-08-11,82.0,2012-07-23,
129,Country Development Bank Ltd.,xCDBL,Development Banks,395.0,2011-09-05,235.0,2016-06-06,
130,Triveni Bikas Bank Ltd Promoter Share,xTBBLPS,Promoter Share,125.0,2011-10-02,173.0,2016-09-14,
131,Om Finance Limited Promoter Share,xOFLPS,Promoter Share,150.0,2011-11-02,160.0,2015-06-18,
132,Purnima Bikas Bank Ltd.,xPBBL,Development Banks,318.0,2011-11-10,188.0,2019-03-10,
133,Union Finance Co. Ltd. Promoter Share,xUFCLPS,Promoter Share,120.0,2011-11-14,100.0,2017-02-19,
134,Biratlaxmi Development Bank Ltd. Promoter Share,xBDBLPS,Promoter Share,110.0,2011-11-17,108.0,2011-12-27,
135,Laxmi Bank Limited Promoter Share,xLBLPS,Promoter Share,128.0,2011-11-17,100.0,2023-06-05,
136,Sahayogi Bikas Bank Ltd. Promoter Share,xSBBLPS,Promoter Share,150.0,2011-11-28,117.0,2018-10-28,
137,Clean Energy Development Bank Ltd. Promoter Share,xCEDBLPS,Promoter Share,105.0,2012-01-04,100.0,2013-04-28,
138,Hama Merchant & Finance Ltd.,xHMFL,Finance Company,304.0,2012-01-10,314.0,2016-09-04,
139,Imperial Finance Ltd Promoter Share,xIFLPS,Promoter Share,108.0,2012-02-26,108.0,2012-02-26,
140,Society  Development Bank Limited Promoter Share,xSDBLPS,Promoter Share,101.0,2012-03-13,102.0,2015-03-01,
141,Bagheshowari Development Bank  Ltd. Promoer Share,xBDBLPS,Development Banks,138.0,2012-03-26,147.0,2012-05-09,
142,Nepal Investment Bank Ltd. Promoter Share,xNIBLPS,Promoter Share,171.0,2012-04-02,230.0,2023-01-10,
143,Prabhu Finance Ltd. Promoter Share,xPFLPS,Promoter Share,118.0,2012-04-02,115.0,2013-11-26,
144,Bagmati Development Bank Ltd.,xBDBL,Development Banks,112.0,2012-06-05,398.0,2016-05-17,
145,Citizens Bank Internatioal Limited Promoter Share,xCBILPS,Promoter Share,100.0,2012-06-13,111.0,2025-05-06,
146,Maha Laxmi Finance Co. Ltd. Promoter Share,xMLFCLPS,Promoter Share,101.0,2012-06-17,101.0,2012-06-17,
147,NIDC Capital Markets Ltd. Promoter Share,xNCMLPS,Promoter Share,151.0,2012-07-15,151.0,2013-02-12,
148,International Leasing & Finance Co. Ltd.,xILFCL,Finance Company,201.0,2012-07-17,199.0,2016-01-25,
149,Shrijana Finance Ltd. Promoter Share,xSFLPS,Promoter Share,101.0,2012-08-05,138.0,2019-09-18,
150,Gulmi Bikas Bank Ltd.,xGBBL,Development Banks,200.0,2012-08-16,141.0,2013-05-28,
151,Kanchan Development Bank Limited,xKDBL,Development Banks,200.0,2012-08-16,283.0,2020-02-09,
152,Tourism Development Bank Limited,xTDBL,Development Banks,179.0,2012-08-22,427.0,2017-01-19,
153,Kailash Bikas Bank Ltd. Promoter Share,xKBBLPS,Promoter Share,185.0,2012-09-10,128.0,2019-06-30,
154,Global IME Bank Ltd. Promoter Share,xGIBLPS,Promoter Share,128.0,2012-09-16,114.0,2025-07-02,
155,Metro Development Bank Limited,xMDBL,Development Banks,163.0,2012-10-17,321.0,2015-11-09,
156,Pacific Development Bank Limited,xPDBL,Development Banks,115.0,2012-10-17,468.0,2016-06-14,
157,Nepal Consumer Development Bank Ltd.,xNCDBL,Development Banks,175.0,2012-11-11,88.0,2013-09-19,
158,Siddhartha Investment Growth Scheme-1,xSIGS,Mutual Fund,11.0,2013-01-21,20.09,2017-12-21,
159,Innovative Development Bank Ltd.,xIDBL,Development Banks,125.0,2013-01-27,418.0,2016-06-22,
160,Kakre Bihar Bikash Bank Ltd,xKBBBL,Development Banks,160.0,2013-02-27,411.0,2016-06-02,
161,Civic Development Bank Ltd,xCDBL,Development Banks,300.0,2013-03-05,458.0,2015-03-12,
162,Bright Development Bank Ltd,xBDBL,Development Banks,122.0,2013-03-13,138.0,2014-07-01,
163,Sunrise Bank Ltd Promoter Share,xSBLPS,Promoter Share,101.0,2013-03-21,128.0,2022-07-21,
164,International Development Bank Ltd,xIDBL,Development Banks,108.0,2013-03-24,205.0,2015-11-26,
165,Khandbari Development Bank Ltd,xKDBL,Development Banks,150.0,2013-04-08,150.0,2013-04-08,
166,Rising Development Bank Ltd.,xRDBL,Development Banks,112.0,2013-04-23,280.0,2014-07-13,
167,Nabil Balance Fund 1,xNBF1,Mutual Fund,11.0,2013-05-06,16.65,2018-04-12,
168,Commerz and Trust Bank Nepal Ltd.,xCATBNL,Commercial Banks,149.0,2013-05-16,215.0,2013-11-10,
169,Reliable Development Bank Ltd. Promoter Share,xRDBLPS,Promoter Share,101.0,2013-06-05,200.0,2016-08-11,
170,Prime Commercial Bank Promoter Share,xPCBPS,Promoter Share,162.0,2013-06-13,105.0,2025-06-17,
171,Siddhartha Finance Ltd. Promoter,xSFLP,Promoter Share,102.0,2013-06-23,100.0,2015-09-10,
172,Kasthamandap Dev. Bank Ltd Promoter Share,xKDBLPS,Promoter Share,100.0,2013-06-27,153.0,2016-07-25,
173,Subbecha Bikas Bank Ltd. Promoter Share,xSBBLPS,Promoter Share,100.0,2013-07-08,102.0,2015-11-16,
174,Kaski Finanace Ltd. Promoter,xKFLP,Promoter Share,100.0,2013-07-15,120.0,2015-07-09,
175,NIC Asia Bank Limted Promoter Share,xNABLPS,Promoter Share,700.0,2013-08-07,331.3,2024-06-18,
176,Seti Finance Ltd. Promoter Share,xSFLPS,Promoter Share,100.0,2013-08-15,100.0,2015-09-22,
177,Himalayan Bank Ltd. Promoter,xHBLP,Promoter Share,296.0,2013-09-29,133.0,2025-07-02,
178,Om Development Bank Ltd. Promoter,xODBLP,Promoter Share,130.0,2013-10-03,114.0,2018-08-19,
179,Mahakali Bikas Bank Ltd. Promoter,xMBBLP,Promoter Share,100.0,2013-10-06,128.0,2016-03-31,
180,Dev BikasBank Ltd. Promoter Share,xDBLPS,Promoter Share,100.0,2013-10-07,102.0,2019-12-29,
181,Namaste Bittiya Sanstha Ltd.,xNBSL,Finance Company,280.0,2013-10-07,550.0,2017-04-09,
182,Jebils Finance Ltd.,xJFL,Finance Company,117.0,2013-10-08,146.0,2019-03-07,
183,Jhimruk Bikas Bank Ltd.,xJBBL,Development Banks,105.0,2013-10-17,384.0,2016-01-14,
184,Professional Diyalo Bikas Bank Ltd.,xPDBBL,Development Banks,105.0,2013-10-23,377.0,2016-06-30,
185,Jyoti Bikash  Bank Ltd. Promoter Share,xJBBLPS,Promoter Share,100.0,2013-10-27,187.0,2025-06-24,
186,Prabhu Bikas Bank Limited,xPBBL,Development Banks,145.0,2013-10-27,240.0,2014-04-03,
187,Tinau Development Bank Ltd. Promoter,xTDBLP,Promoter Share,100.0,2013-10-31,178.0,2017-08-13,
188,National Life Insurance Co. Ltd. Promoter Share,xNLICLPS,Promoter Share,620.0,2013-11-14,343.0,2025-04-13,
189,Surya Life Insurance Co. Ltd. Promoter Share,xSLICLPS,Promoter Share,110.0,2013-11-14,372.0,2022-03-21,
190,Manaslu Bikas Bank Ltd.,xMBBL,Development Banks,105.0,2013-12-10,500.0,2016-10-06,
191,Nepal Life Insurance Co. Ltd. Promoter,xNLICLP,Promoter Share,1725.0,2014-01-05,413.0,2025-06-12,
192,Prabhu Insurance Company Ltd. Promoter,xPICLP,Promoter Share,100.0,2014-01-08,451.0,2022-03-30,
193,Everest Bank Ltd.Promoter,xEBL,Promoter Share,1045.0,2014-02-17,1045.0,2019-02-14,
194,Sewa Bikas Bank Ltd. Promoter,xSBBLP,Promoter Share,145.0,2014-02-23,360.0,2016-10-05,
195,Mission Development Bank Ltd.,xMDBL,Development Banks,102.0,2014-03-04,162.0,2019-03-17,
196,Asian Life Insurance Co. Ltd Promoter Share,xALICLPS,Promoter Share,385.0,2014-03-09,388.0,2025-01-07,
197,Nepal Community Development Bank Ltd.,xNCDBL,Development Banks,165.0,2014-03-17,145.0,2019-05-21,
198,Cosmos Development Bank Ltd.,xCDBL,Development Banks,200.0,2014-03-18,428.0,2016-12-27,
199,Matribhumi Development Bank Ltd.,xMDBL,Development Banks,118.0,2014-03-19,267.0,2015-11-29,
200,NagBeli LaghuBitta Bikas Bank Ltd.,xNLBBL,Development Banks,449.0,2014-04-30,588.0,2019-05-13,
201,Unique Finance Ltd. Promoter Share,xUFLPS,Promoter Share,100.0,2014-05-18,100.0,2014-05-21,
202,Prudential Finance Co. Ltd. Promoter,xPFCLP,Promoter Share,55.0,2014-05-27,51.0,2014-07-16,
203,Shikhar Insurance Co. Ltd. Promoter,xSICLP,Promoter Share,419.0,2014-06-11,461.0,2025-02-06,
204,United Finance Company Limited Promoter Share,xUFCLPS,Promoter Share,274.0,2014-06-15,107.0,2020-10-18,
205,Deprosc LaghuBitta Promoter Share,xDLPS,Promoter Share,,2014-06-18,440.0,2023-07-13,
206,Taragaon Regency Hotels Ltd. Preference Share,xTRHLPS,Preferred Stock,67.2,2014-06-25,67.2,2014-07-07,
207,Miteri Development Bank Ltd. Promoter Share,xMDBLPS,Promoter Share,244.0,2014-06-29,379.0,2024-11-27,
208,Hama Merchant & Finance Ltd. Promoter Share,xHMFLPS,Promoter Share,102.0,2014-07-07,102.0,2015-10-19,
209,Excel Development Bank Ltd. Promoter Share,xEDBLPS,Promoter Share,325.0,2014-07-13,408.0,2025-02-12,
210,Guheyshwori Merchant & Finance Ltd. Promoter Share,xGMFLPS,Promoter Share,140.0,2014-07-16,264.0,2025-05-21,
211,Mount Makalu Development Bank Ltd.,xMMDBL,Development Banks,250.0,2014-09-07,673.0,2017-05-11,
212,Neco Insurace Co. Ltd. Promoter,xNICLP,Promoter Share,140.0,2014-09-14,436.0,2024-06-23,
213,Ekata Bikas Bank Ltd.,xEBBL,Development Banks,365.0,2014-09-18,316.0,2015-09-06,
214,Nepal Aawas Finance Limited Promoter Share,xNAFLPS,Promoter Share,101.0,2014-09-28,,2015-08-13,
215,Mahalxmi Bikas Bank Ltd. Promotor Share,xMBBLPS,Promoter Share,100.0,2014-10-19,155.0,2024-09-16,
216,Sagarmatha Insurance Co. Ltd. Promoter Share,xSICLPS,Promoter Share,636.0,2014-10-19,709.0,2021-11-18,
217,Araniko Development Bank Limited Promoter Share,xADBLPS,Promoter Share,100.0,2014-10-22,115.0,2016-09-29,
218,Guras Life Insurance Company Ltd. Promoter Share,xGLICLPS,Promoter Share,308.0,2014-10-27,382.0,2022-03-16,
219,Garima Bikas Bank Limited Promoter Share,xGBBLPS,Promoter Share,200.0,2014-11-02,201.3,2025-06-25,
220,Synergy Finance Ltd. Promoter Share,xSFLPS,Promoter Share,100.0,2014-11-04,100.0,2017-04-18,
221,Gaumukhee Bikas Bank Ltd.,xGBBL,Development Banks,102.0,2014-11-06,489.0,2015-09-01,
222,Lumbini Bikas Bank Ltd. Promoter Share,xLBBLPS,Promoter Share,102.0,2014-11-23,261.0,2024-10-27,
223,Kalinchowk Development Bank Ltd.,xKDBL,Development Banks,221.0,2014-11-24,229.0,2016-04-19,
224,Bishwa Bikas Bank Limited Promoter Share,xBBBLPS,Promoter Share,155.0,2014-12-18,155.0,2014-12-18,
225,Siddhartha Insurance Ltd. Promoter Share,xSILPS,Promoter Share,380.0,2014-12-29,532.0,2021-11-02,
226,NMB Sulav Investment Fund-1,xNSIF,Mutual Fund,11.0,2015-01-01,10.34,2019-10-17,
227,Bhargav Bikash Bank Ltd. Promoter Share,xBBBLPS,Promoter Share,105.0,2015-01-04,163.0,2017-12-28,
228,Prabhu  Bank Limited Promoter Share,xPBLPS,Promoter Share,100.0,2015-01-05,110.0,2025-07-06,
229,Western Development Bank Limited Promoter Share,xWDBLPS,Promoter Share,115.0,2015-01-07,162.0,2015-12-13,
230,IME General Insurance  Ltd. Promoter Share,xIGILPS,Promoter Share,81.55,2015-01-08,296.0,2022-06-26,
231,Rastriya Beema Company Limited Promoter Share,xRBCLPS,Promoter Share,3100.0,2015-01-08,11781.5,2025-07-07,
232,Lumbini Finance Ltd Promoter Share,xLFLPS,Promoter Share,123.0,2015-02-23,123.0,2015-12-22,
233,Country Development Bank Ltd. Promoter Share,xCDBLPS,Promoter Share,100.0,2015-03-19,100.0,2015-03-19,
234,Paschimanchal Finance Co. Ltd. Promoter Share,xPFCLPS,Promoter Share,115.0,2015-03-23,115.0,2015-03-23,
235,Business Universal Development Bank Ltd. Promoter Share,xBUDBLPS,Promoter Share,105.0,2015-03-25,134.0,2015-11-18,
236,Muktinath Bikas Bank Ltd. Promoter Share,xMBBLPS,Promoter Share,285.0,2015-03-29,221.0,2025-04-10,
237,Central Finance Co. Ltd. Promoter Share,xCFCLPS,Promoter Share,100.0,2015-06-21,168.0,2023-11-08,
238,Laxmi Value Fund-1,xLVF,Mutual Fund,10.2,2015-06-24,9.64,2020-03-19,
239,Kamana Sewa Bikas Bank Limited Promoter Share,xKSBBLPS,Promoter Share,170.0,2015-06-28,169.0,2025-06-16,
240,Bhaktapur Finance Co. Ltd.,xBFCL,Finance Company,153.0,2015-07-14,165.0,2016-04-06,
241,Raptibheri Bikas Bank Ltd.,xRBBL,Development Banks,308.0,2015-07-14,365.0,2017-03-28,
242,Pacific Development Bank Ltd. Promoter Share,xPDBLPS,Promoter Share,245.0,2015-07-23,241.0,2015-07-28,
243,Bagmati Development Bank Ltd. Promoter Share,xBDBLPS,Promoter Share,146.0,2015-07-27,146.0,2015-07-27,
244,Professional Diyalo Bikas Bank Ltd. Promoter Share,xPDBBLPS,Promoter Share,100.0,2015-08-20,100.0,2016-04-20,
245,Lalitpur Finance Co. Ltd. Promoter Share,xLFCLPS,Promoter Share,165.0,2015-08-23,103.0,2018-09-18,
246,Hathway Finance Company Limited Promoter Share,xHFCLPS,Promoter Share,50.0,2015-09-13,100.0,2018-09-10,
247,Swabalamban Laghubitta Bittiya Sanstha Limited Promoter Share,xSLBSLPS,Promoter Share,883.0,2015-12-01,782.0,2024-08-06,
