Date,numTrans,tradedShares,amount,Close,Change,Percentage change,outcome
9/10/2018,3795,1159772,277521966.9,"1,210.88",-8.1,-0.66,0
9/11/2018,4170,1113231,334255623.5,"1,217.65",6.77,0.56,1
9/12/2018,4177,1393649,432957068.3,"1,230.71",13.06,1.07,1
9/13/2018,7436,2711110,729805545.7,"1,244.84",14.13,1.15,1
9/16/2018,8916,3070231,915292203.9,"1,256.53",11.69,0.94,1
9/17/2018,6941,2425303,687688652.5,"1,256.40",-0.13,-0.01,0
9/18/2018,5877,1559402,466972195.9,"1,258.81",2.41,0.19,1
9/20/2018,5966,2015829,555061501.9,"1,255.07",-3.74,-0.3,0
9/23/2018,6886,5567038,698400967.1,"1,257.68",2.61,0.21,1
9/25/2018,10118,4417230,1121277315,"1,280.05",22.37,1.78,1
9/26/2018,8940,4591008,914631843.6,"1,277.74",-2.31,-0.18,0
9/27/2018,6657,2196926,573820966.3,"1,267.18",-10.56,-0.83,0
9/30/2018,5828,2106949,588564349,"1,256.71",-10.47,-0.83,0
10/1/2018,5797,1761817,539603935,"1,238.67",-18.04,-1.44,0
10/2/2018,4933,2040083,455995113.8,"1,241.36",2.69,0.22,1
10/3/2018,4738,1436512,374049875.2,"1,230.60",-10.76,-0.87,0
10/4/2018,5440,1582558,428644605.6,"1,227.37",-3.23,-0.26,0
10/7/2018,4745,1337526,407501480.7,"1,214.36",-13.01,-1.06,0
10/8/2018,4046,1451572,371656922.8,"1,220.52",6.16,0.51,1
10/9/2018,6174,1018079,343294430.1,"1,217.93",-2.59,-0.21,0
10/10/2018,4532,856187,226524647.3,"1,218.33",0.4,0.03,1
10/11/2018,4584,862368,252291540.1,"1,228.28",9.95,0.82,1
10/14/2018,4530,1016460,269913728.9,"1,242.43",14.15,1.15,1
10/15/2018,4408,1464894,335865522.6,"1,241.63",-0.8,-0.06,0
10/21/2018,2204,700723,140549028.8,"1,246.52",4.89,0.39,1
10/22/2018,3499,730399,169878990,"1,244.54",-1.98,-0.16,0
10/23/2018,3401,842196,198775833.7,"1,241.84",-2.7,-0.22,0
10/24/2018,3750,891609,232890508.6,"1,249.93",8.09,0.65,1
10/25/2018,4317,948593,277182897.7,"1,241.11",-8.82,-0.71,0
10/28/2018,4985,1197106,326483673.4,"1,227.49",-13.62,-1.1,0
10/29/2018,4532,987321,249196269.5,"1,216.93",-10.56,-0.86,0
10/30/2018,4129,924665,221804406,"1,224.36",7.43,0.61,1
10/31/2018,3336,686115,167599190,"1,221.46",-2.9,-0.24,0
11/1/2018,4129,782029,246730364.2,"1,220.98",-0.48,-0.04,0
11/4/2018,3642,2729130,564787738.4,"1,207.28",-13.7,-1.12,0
11/5/2018,3053,822207,244570551.7,"1,219.20",11.92,0.99,1
11/6/2018,576,117898,33742218,"1,222.53",3.33,0.27,1
11/11/2018,1465,314297,99444979,"1,205.22",-17.31,-1.42,0
11/12/2018,2607,443355,133815882,"1,193.34",-11.88,-0.99,0
11/13/2018,2759,654826,173575190,"1,207.57",14.23,1.19,1
11/14/2018,2628,785993,178260732,"1,208.89",1.32,0.11,1
11/15/2018,3520,827856,239870303,"1,205.02",-3.87,-0.32,0
11/18/2018,3488,1079427,333796902,"1,195.45",-9.57,-0.79,0
11/19/2018,3495,713886,214893089,"1,190.20",-5.25,-0.44,0
11/20/2018,3053,566669,174979245,"1,181.75",-8.45,-0.71,0
11/21/2018,3370,852768,268884271,"1,182.55",0.8,0.07,1
11/22/2018,4003,774686,252518353.6,"1,181.24",-1.31,-0.11,0
11/25/2018,3945,840055,250642475,"1,166.63",-14.61,-1.24,0
11/26/2018,4082,991730,308495084.1,"1,159.82",-6.81,-0.58,0
11/27/2018,3576,788089,231632320.7,"1,161.49",1.67,0.14,1
11/28/2018,3553,1399144,405739124,"1,159.08",-2.41,-0.21,0
11/29/2018,4267,1062043,322947983.4,"1,148.36",-10.72,-0.92,0
12/2/2018,5402,1445241,460121965,"1,130.89",-17.47,-1.52,0
12/3/2018,4769,2139348,637954948.1,"1,131.73",0.84,0.07,1
12/4/2018,4089,1220144,381871067.5,"1,142.01",10.28,0.91,1
12/5/2018,4368,1168233,377286278.9,"1,118.13",-23.88,-2.09,0
12/6/2018,4170,1374346,370971937.2,"1,120.84",2.71,0.24,1
12/9/2018,2965,714618,223724686.9,"1,131.70",10.86,0.97,1
12/10/2018,4566,1264340,436752854.7,"1,144.19",12.49,1.1,1
12/11/2018,3565,1286575,383293119.5,"1,141.10",-3.09,-0.27,0
12/12/2018,2835,873719,270107823.7,"1,141.18",0.08,0.01,1
12/13/2018,3266,997672,323758074.2,"1,148.78",7.6,0.67,1
12/16/2018,4974,1407534,474216904.9,"1,167.67",18.89,1.64,1
12/17/2018,3670,1260518,420353515.3,"1,182.78",15.11,1.29,1
12/18/2018,5673,1477224,532307271,"1,168.17",-14.61,-1.24,0
12/19/2018,4441,1302806,387282908,"1,162.70",-5.47,-0.47,0
12/20/2018,4878,1205914,401102930.4,"1,165.97",3.27,0.28,1
12/23/2018,8753,2832245,882120277.8,"1,198.18",32.21,2.76,1
12/24/2018,7993,2276175,798718053,"1,191.74",-6.44,-0.54,0
12/25/2018,4942,1241841,421315472.8,"1,186.03",-5.71,-0.48,0
12/26/2018,7634,1914274,696531034.4,"1,216.27",30.24,2.55,1
12/27/2018,10406,2872551,1129969209,"1,215.16",-1.11,-0.09,0
12/30/2018,5413,1236343,454284392.6,"1,204.54",-10.62,-0.87,0
12/31/2018,5258,1179043,400312385.3,"1,188.19",-16.35,-1.36,0
1/1/2019,3597,689720,228543414.7,"1,185.91",-2.28,-0.19,0
1/2/2019,3371,751411,257607165.8,"1,180.43",-5.48,-0.46,0
1/3/2019,3723,797613,276956301.4,"1,178.87",-1.56,-0.13,0
1/6/2019,4252,1363854,310314222,"1,170.79",-8.08,-0.69,0
1/7/2019,3451,977359,325086594.3,"1,177.46",6.67,0.57,1
1/8/2019,3573,1109020,342786595.6,"1,177.07",-0.39,-0.03,0
1/9/2019,3205,1513912,347879468.9,"1,179.36",2.29,0.19,1
1/10/2019,3872,1387592,366324164.2,"1,180.84",1.48,0.13,1
3/27/2019,5471,2226850,486641078.7,"1,142.61",-133.21,-10.44,0
3/27/2019,5471,2226850,486641078.7,"1,142.61",-38.23,-3.24,0
3/28/2019,5712,989177,251596523.8,"1,144.53",1.92,0.17,1
3/28/2019,5712,989177,251596523.8,"1,144.53",1.92,0.17,1
3/31/2019,5776,950623,266590710.2,"1,143.09",-1.44,-0.13,0
3/31/2019,5776,950623,266590710.2,"1,143.09",-1.44,-0.13,0
4/1/2019,6085,1265662,352810750.4,"1,149.99",6.9,0.6,1
4/1/2019,6085,1265662,352810750.4,"1,149.99",6.9,0.6,1
4/2/2019,7824,1893120,500881737.6,"1,163.82",13.83,1.2,1
4/2/2019,7824,1893120,500881737.6,"1,163.82",13.83,1.2,1
4/3/2019,7202,2029015,545818619.5,"1,165.84",2.02,0.17,1
4/3/2019,7202,2029015,545818619.5,"1,165.84",2.02,0.17,1
4/4/2019,6871,1769700,423492663.3,"1,165.20",-0.64,-0.05,0
4/4/2019,6871,1769700,423492663.3,"1,165.20",-0.64,-0.05,0
4/7/2019,7532,1887373,543955641.8,"1,182.36",17.16,1.47,1
4/7/2019,7532,1887373,543955641.8,"1,182.36",17.16,1.47,1
4/8/2019,11360,2951478,906936762.8,"1,191.68",9.32,0.79,1
4/8/2019,11360,2951478,906936762.8,"1,191.68",9.32,0.79,1
4/9/2019,7070,2788886,735159991.9,"1,181.10",-10.58,-0.89,0
4/9/2019,7070,2788886,735159991.9,"1,181.10",-10.58,-0.89,0
4/10/2019,5975,1612396,410494632.2,"1,184.61",3.51,0.3,1
4/10/2019,5975,1612396,410494632.2,"1,184.61",3.51,0.3,1
4/11/2019,6860,1251241,396421501,"1,184.02",-0.59,-0.05,0
4/11/2019,6860,1251241,396421501,"1,184.02",-0.59,-0.05,0
4/15/2019,5405,964598,304576781.8,"1,188.71",4.69,0.4,1
4/15/2019,5405,964598,304576781.8,"1,188.71",4.69,0.4,1
4/16/2019,8978,2411650,742718751,"1,212.05",23.34,1.96,1
4/16/2019,8978,2411650,742718751,"1,212.05",23.34,1.96,1
4/17/2019,9597,2801613,821698010.4,"1,217.04",4.99,0.41,1
4/17/2019,9597,2801613,821698010.4,"1,217.04",4.99,0.41,1
4/18/2019,9041,2464165,751211763.6,"1,232.26",15.22,1.25,1
4/18/2019,9041,2464165,751211763.6,"1,232.26",15.22,1.25,1
4/21/2019,10669,3375133,1036919872,"1,264.20",31.94,2.59,1
4/21/2019,10669,3375133,1036919872,"1,264.20",31.94,2.59,1
4/22/2019,10918,3259496,1046039903,"1,256.94",-7.26,-0.57,0
4/22/2019,10918,3259496,1046039903,"1,256.94",-7.26,-0.57,0
4/23/2019,6659,1801498,614132051,"1,260.68",3.74,0.3,1
4/23/2019,6659,1801498,614132051,"1,260.68",3.74,0.3,1
4/24/2019,9609,3408374,950304409.7,"1,279.29",18.61,1.48,1
4/24/2019,9609,3408374,950304409.7,"1,279.29",18.61,1.48,1
4/25/2019,13150,4522036,1358435517,"1,292.12",12.83,1,1
4/25/2019,13150,4522036,1358435517,"1,292.12",12.83,1,1
4/28/2019,16075,4921084,1675938820,"1,314.51",22.39,1.73,1
4/28/2019,16075,4921084,1675938820,"1,314.51",22.39,1.73,1
4/29/2019,12589,3016480,1197769008,"1,310.31",-4.2,-0.32,0
4/29/2019,12589,3016480,1197769008,"1,310.31",-4.2,-0.32,0
4/30/2019,10074,2967358,950086935.5,"1,298.60",-11.71,-0.89,0
4/30/2019,10074,2967358,950086935.5,"1,298.60",-11.71,-0.89,0
5/2/2019,7898,1803026,587855113.1,"1,294.39",-4.21,-0.32,0
5/2/2019,7898,1803026,587855113.1,"1,294.39",-4.21,-0.32,0
5/5/2019,8313,2312530,650378454,"1,277.68",-16.71,-1.29,0
5/5/2019,8313,2312530,650378454,"1,277.68",-16.71,-1.29,0
5/6/2019,8056,2075040,633653528.8,"1,299.41",21.73,1.7,1
5/6/2019,8056,2075040,633653528.8,"1,299.41",21.73,1.7,1
5/7/2019,8554,2520790,728828744.6,"1,301.28",1.87,0.14,1
5/7/2019,8554,2520790,728828744.6,"1,301.28",1.87,0.14,1
5/8/2019,6765,1907783,507934918.6,"1,297.60",-3.68,-0.28,0
5/8/2019,6765,1907783,507934918.6,"1,297.60",-3.68,-0.28,0
5/9/2019,6837,3585695,947347775.9,"1,291.96",-5.64,-0.43,0
5/9/2019,6837,3585695,947347775.9,"1,291.96",-5.64,-0.43,0
5/12/2019,8013,2669059,847699660.7,"1,295.03",3.07,0.24,1
5/12/2019,8013,2669059,847699660.7,"1,295.03",3.07,0.24,1
5/13/2019,8721,2392403,786412807.6,"1,301.34",6.31,0.49,1
5/13/2019,8721,2392403,786412807.6,"1,301.34",6.31,0.49,1
5/14/2019,9919,3166467,1037258729,"1,315.45",14.11,1.08,1
5/14/2019,9919,3166467,1037258729,"1,315.45",14.11,1.08,1
5/15/2019,13633,4043147,1330307527,"1,321.00",5.55,0.42,1
5/15/2019,13633,4043147,1330307527,"1,321.00",5.55,0.42,1
5/16/2019,10641,2992663,947656516.1,"1,318.71",-2.29,-0.17,0
5/16/2019,10641,2992663,947656516.1,"1,318.71",-2.29,-0.17,0
5/19/2019,10511,3275233,1088798225,"1,316.84",-1.87,-0.14,0
5/19/2019,10511,3275233,1088798225,"1,316.84",-1.87,-0.14,0
5/20/2019,12009,3398680,1220507485,"1,307.71",-9.13,-0.69,0
5/20/2019,12009,3398680,1220507485,"1,307.71",-9.13,-0.69,0
5/21/2019,10091,3102284,814452267,"1,312.14",4.43,0.34,1
5/21/2019,10091,3102284,814452267,"1,312.14",4.43,0.34,1
5/22/2019,12422,3436937,966693248.6,"1,319.63",7.49,0.57,1
5/22/2019,12422,3436937,966693248.6,"1,319.63",7.49,0.57,1
5/23/2019,12043,2943304,932644887.4,"1,314.55",-5.08,-0.38,0
5/23/2019,12043,2943304,932644887.4,"1,314.55",-5.08,-0.38,0
5/26/2019,9294,2054286,626201665.9,"1,302.61",-11.94,-0.91,0
5/26/2019,9294,2054286,626201665.9,"1,302.61",-11.94,-0.91,0
5/27/2019,6618,1701064,519556792.9,"1,302.96",0.35,0.03,1
5/27/2019,6618,1701064,519556792.9,"1,302.96",0.35,0.03,1
5/28/2019,9148,2412962,756891612.7,"1,305.49",2.53,0.19,1
5/28/2019,9148,2412962,756891612.7,"1,305.49",2.53,0.19,1
5/29/2019,10415,2628420,900805960.3,"1,313.88",8.39,0.64,1
5/29/2019,10415,2628420,900805960.3,"1,313.88",8.39,0.64,1
5/30/2019,16303,4894681,1528151792,"1,319.47",5.59,0.43,1
5/30/2019,16303,4894681,1528151792,"1,319.47",5.59,0.43,1
6/2/2019,9803,2078091,753257209.3,"1,305.68",-13.79,-1.05,0
6/2/2019,9803,2078091,753257209.3,"1,305.68",-13.79,-1.05,0
6/3/2019,8447,2176370,698739706.1,"1,292.84",-12.84,-0.98,0
6/3/2019,8447,2176370,698739706.1,"1,292.84",-12.84,-0.98,0
6/4/2019,9939,2252546,715478612.2,"1,289.28",-3.56,-0.28,0
6/4/2019,9939,2252546,715478612.2,"1,289.28",-3.56,-0.28,0
6/6/2019,8081,1859248,588822624.6,"1,284.59",-4.69,-0.36,0
6/6/2019,8081,1859248,588822624.6,"1,284.59",-4.69,-0.36,0
6/10/2019,8328,2072282,610334831.2,"1,275.82",-8.77,-0.68,0
6/10/2019,8328,2072282,610334831.2,"1,275.82",-8.77,-0.68,0
6/11/2019,7714,1509885,480876986.4,"1,275.99",0.17,0.01,1
6/12/2019,6792,1871809,502682880.8,"1,272.49",-3.5,-0.27,0
6/13/2019,6548,1423687,456506945.1,"1,269.55",-2.94,-0.23,0
6/16/2019,6903,1473808,472520811,"1,258.27",-11.28,-0.89,0
6/17/2019,6156,1373120,403538147.2,"1,260.90",2.63,0.21,1
6/18/2019,5407,1226686,359411304.9,"1,258.66",-2.24,-0.18,0
6/19/2019,4428,980919,304189644.9,"1,258.46",-0.2,-0.02,0
6/20/2019,5342,1375541,375315203.7,"1,264.36",5.9,0.47,1
6/23/2019,5609,1575340,481859742.5,"1,254.35",-10.01,-0.79,0
6/24/2019,5980,1504672,481492820.7,"1,260.10",5.75,0.46,1
6/25/2019,5587,1324519,364773330.2,"1,261.07",0.97,0.08,1
6/26/2019,6842,1413357,570123481,"1,258.29",-2.78,-0.22,0
6/27/2019,7587,1841029,624764436.5,"1,257.15",-1.14,-0.09,0
6/30/2019,7201,2361500,645099036.6,"1,244.89",-12.26,-0.98,0
7/1/2019,5971,1221400,374725075.1,"1,241.61",-3.28,-0.26,0
7/2/2019,6157,1466897,429477288,"1,253.06",11.45,0.92,1
7/3/2019,7519,2064913,550247813.3,"1,268.68",15.62,1.25,1
7/4/2019,7844,8985353,670169928.7,"1,260.47",-8.21,-0.65,0
7/7/2019,7698,2216493,540529465,"1,256.04",-4.43,-0.35,0
7/8/2019,7244,2910153,591053812.1,"1,247.35",-8.69,-0.69,0
7/9/2019,5798,1607672,468263769.7,"1,250.27",2.92,0.23,1
7/10/2019,5272,2998947,573447509.2,"1,249.15",-1.12,-0.09,0
7/11/2019,8655,1654251,460036570.7,"1,248.53",-0.62,-0.05,0
7/14/2019,4921,1042646,285214571.8,"1,249.49",0.96,0.08,1
7/15/2019,4905,2973843,430525917,"1,254.56",5.07,0.41,1
7/16/2019,4549,1956630,347289274.7,"1,259.01",4.45,0.35,1
7/17/2019,5387,1375190,426743457.7,"1,274.86",15.85,1.26,1
7/18/2019,4371,1250708,411369299.2,"1,272.49",-2.37,-0.19,0
7/21/2019,4456,1119563,298157115.6,"1,268.74",-3.75,-0.29,0
7/22/2019,4381,1084553,316643421.1,"1,271.23",2.49,0.2,1
7/23/2019,5501,1444192,368980860.3,"1,277.17",5.94,0.47,1
7/24/2019,6462,1346330,443481391.3,"1,284.07",6.9,0.54,1
7/25/2019,7016,2198126,550532146.5,"1,269.92",-14.15,-1.1,0
7/28/2019,6698,1937041,492673651.9,"1,252.80",-17.12,-1.35,0
7/29/2019,5676,1208342,350812572,"1,255.98",3.18,0.25,1
7/30/2019,5142,1013794,294305023.5,"1,259.37",3.39,0.27,1
7/31/2019,6300,1261590,357836184.9,"1,265.57",6.2,0.49,1
8/1/2019,8453,2060678,590588239.1,"1,263.84",-1.73,-0.14,0
8/4/2019,7765,1467464,474151728.9,"1,259.64",-4.2,-0.33,0
8/5/2019,7194,1505506,443205481.2,"1,255.09",-4.55,-0.36,0
8/6/2019,6941,1449697,450755181.8,"1,245.73",-9.36,-0.75,0
8/7/2019,5413,1138639,368645668.7,"1,248.48",2.75,0.22,1
8/8/2019,29496,1877542,454629574.8,"1,238.56",-9.92,-0.79,0
8/11/2019,17022,1145507,311756855.8,"1,233.71",-4.85,-0.39,0
8/12/2019,10964,1815904,312759693.1,"1,233.85",0.14,0.01,1
8/13/2019,9376,1896474,481633980.2,"1,231.07",-2.78,-0.23,0
8/14/2019,8048,1069690,257285000.9,"1,225.90",-5.17,-0.42,0
8/15/2019,5911,1610540,424323127.7,"1,224.03",-1.87,-0.15,0
8/18/2019,7701,1101776,329527914.9,"1,214.83",-9.2,-0.75,0
8/19/2019,9305,1477425,389617865.2,"1,222.06",7.23,0.6,1
8/20/2019,6281,1173510,272509019.8,"1,213.63",-8.43,-0.69,0
8/21/2019,6249,1270118,292641718.5,"1,214.05",0.42,0.03,1
8/22/2019,6278,1077720,261670203,"1,213.06",-0.99,-0.08,0
8/25/2019,6631,1275623,350269509.5,"1,209.62",-3.44,-0.28,0
8/26/2019,6539,1603318,380590763.5,"1,203.13",-6.49,-0.54,0
8/27/2019,5282,850386,244668208.9,"1,208.00",4.87,0.4,1
8/28/2019,5470,1319806,371944429.1,"1,197.75",-10.25,-0.85,0
8/29/2019,5677,975834,277359659.1,"1,196.41",-1.34,-0.11,0
9/1/2019,6477,1104389,297393562.5,"1,184.78",-11.63,-0.97,0
9/2/2019,10769,1380650,407562461.9,"1,170.34",-14.44,-1.22,0
9/3/2019,7817,2184271,510552041.4,"1,190.90",20.56,1.76,1
9/4/2019,6628,1422112,436444687.9,"1,194.77",3.87,0.32,1
9/5/2019,5795,957439,289856906.8,"1,191.07",-3.7,-0.31,0
9/8/2019,5640,1173488,305310718.9,"1,178.46",-12.61,-1.06,0
9/9/2019,7835,1428828,299193654.4,"1,168.91",-9.55,-0.81,0
9/10/2019,6631,992122,237959653,"1,166.67",-2.24,-0.19,0
9/11/2019,5430,1503928,341745136,"1,163.21",-3.46,-0.3,0
9/12/2019,6594,1556790,376184490.8,"1,157.88",-5.33,-0.46,0
9/15/2019,7239,1090218,288099912.3,"1,140.01",-17.87,-1.54,0
9/16/2019,7547,1248409,343918221.3,"1,123.83",-16.18,-1.42,0
9/17/2019,7129,1377946,383957426.3,"1,150.74",26.91,2.39,1
9/18/2019,7877,1645877,476833846.6,"1,172.15",21.41,1.86,1
9/19/2019,7535,1224572,399930871.3,"1,155.30",-16.85,-1.44,0
9/22/2019,5896,848662,226950237.9,"1,139.25",-16.05,-1.39,0
9/23/2019,4684,743315,177279039.4,"1,140.98",1.73,0.15,1
9/24/2019,3975,873079,218278449.1,"1,134.56",-6.42,-0.56,0
9/25/2019,4128,777735,166921798.9,"1,131.53",-3.03,-0.27,0
9/26/2019,5146,799128,212541351.6,"1,129.80",-1.73,-0.15,0
9/29/2019,4124,924190,241498553.5,"1,125.14",-4.66,-0.41,0
9/30/2019,3535,633951,168828923,"1,135.56",10.42,0.93,1
10/1/2019,3683,1386028,311488652.1,"1,145.69",10.13,0.89,1
10/2/2019,2802,785740,203287237,"1,140.71",-4.98,-0.43,0
10/3/2019,2695,647562,176633514.4,"1,149.40",8.69,0.76,1
10/10/2019,1152,232619,63845411,"1,149.01",-0.39,-0.03,0
10/14/2019,3403,833753,218635690.8,"1,136.96",-12.05,-1.05,0
10/15/2019,2810,765897,222452077.5,"1,142.04",5.08,0.45,1
10/16/2019,2981,736883,196618962.9,"1,137.03",-5.01,-0.44,0
10/17/2019,3578,998000,182994905.1,"1,137.75",0.72,0.06,1
10/20/2019,3005,421474,113359956,"1,133.71",-4.04,-0.36,0
10/21/2019,3420,608551,164315986,"1,132.40",-1.31,-0.12,0
10/22/2019,3234,645443,165289874.7,"1,134.79",2.39,0.21,1
10/23/2019,3153,604728,163757847.1,"1,142.60",7.81,0.69,1
10/24/2019,4442,1204015,327632257.5,"1,149.34",6.74,0.59,1
10/31/2019,3603,1060196,254312462.1,"1,146.17",-3.17,-0.28,0
11/3/2019,4080,784740,175544471.7,"1,139.29",-6.88,-0.6,0
11/4/2019,4098,759712,191854332.9,"1,140.26",0.97,0.09,1
11/5/2019,3973,1058896,284472500.9,"1,139.45",-0.81,-0.07,0
11/6/2019,3986,750033,206253847.3,"1,138.02",-1.43,-0.13,0
11/7/2019,5048,1296877,374150571,"1,131.97",-6.05,-0.53,0
11/10/2019,5153,1008689,293076923.8,"1,131.80",-0.17,-0.02,0
11/11/2019,6648,1995048,549998241.1,"1,145.57",13.77,1.22,1
11/12/2019,5032,1082815,379849434.5,"1,139.96",-5.61,-0.49,0
11/13/2019,4127,908363,275427885.9,"1,135.16",-4.8,-0.42,0
11/14/2019,4519,833881,228357493,"1,135.95",0.79,0.07,1
11/17/2019,5939,1167605,355159768.1,"1,131.36",-4.59,-0.4,0
11/18/2019,4957,1188845,356861856.6,"1,131.12",-0.24,-0.02,0
11/19/2019,4247,1016040,259330594.8,"1,129.99",-1.13,-0.1,0
11/20/2019,5328,1097920,303724203.6,"1,128.34",-1.65,-0.15,0
11/21/2019,5672,1050412,297797071.1,"1,120.60",-7.74,-0.69,0
11/24/2019,5029,929744,280534414.7,"1,110.08",-10.52,-0.94,0
11/25/2019,5165,1078016,288858483.7,"1,110.08",0,0,1
11/26/2019,3841,1134015,295869180,"1,109.16",-0.92,-0.08,0
11/27/2019,3598,738446,212363735.7,"1,117.46",8.3,0.75,1
11/28/2019,4541,1271006,243391319.6,"1,112.79",-4.67,-0.42,0
12/1/2019,3734,675038,206314323,"1,112.85",0.06,0.01,1
12/2/2019,4113,826368,232259331.3,"1,111.99",-0.86,-0.08,0
12/3/2019,4326,1010991,266801557.9,"1,115.74",3.75,0.34,1
12/4/2019,4951,990274,308214465.2,"1,124.47",8.73,0.78,1
12/5/2019,6085,1095188,358839859.8,"1,131.92",7.45,0.66,1
12/8/2019,4525,987739,287527825.5,"1,135.37",3.45,0.3,1
12/9/2019,7627,1459700,464220392.2,"1,148.89",13.52,1.19,1
12/10/2019,6975,1653490,498498741.5,"1,151.36",2.47,0.21,1
12/11/2019,7172,2043605,551377852.3,"1,161.47",10.11,0.88,1
12/12/2019,10146,2102061,764025212.6,"1,172.64",11.17,0.96,1
12/15/2019,9521,2072236,686076110.6,"1,167.86",-4.78,-0.41,0
12/16/2019,6603,1371134,407900554.5,"1,154.11",-13.75,-1.18,0
12/17/2019,4736,840677,279244135,"1,155.37",1.26,0.11,1
12/18/2019,5144,947853,294709858,"1,152.07",-3.3,-0.29,0
12/19/2019,5959,1289128,419084526.8,"1,149.64",-2.43,-0.21,0
12/22/2019,6087,1488304,374466465,"1,150.81",0,0,1
12/22/2019,6087,1488304,374466465,"1,150.81",1.17,0.1,1
12/23/2019,8093,1754363,595764543.6,"1,168.58",17.77,1.54,1
12/24/2019,9018,2029815,721642964.6,"1,166.21",-2.37,-0.2,0
12/25/2019,6164,1681838,538340829.2,"1,168.03",1.82,0.16,1
12/26/2019,6000,1641211,588677887,"1,167.41",-0.62,-0.05,0
12/29/2019,6450,1554890,422453908.9,"1,162.43",-4.98,-0.43,0
12/30/2019,7038,1491044,622363487.9,"1,167.95",5.52,0.47,1
12/31/2019,6532,1302986,442256156.3,"1,166.03",-1.92,-0.16,0
1/1/2020,6174,1175313,372988301,"1,169.50",3.47,0.3,1
1/2/2020,7083,1660406,532211210.7,"1,166.21",-3.29,-0.28,0
1/5/2020,9295,2082718,712357240.7,"1,182.31",16.1,1.38,1
1/6/2020,10726,2683610,842582149.7,"1,200.69",18.38,1.55,1
1/7/2020,12457,3880950,1102736748,"1,216.92",16.23,1.35,1
1/8/2020,10035,2185397,730852344.8,"1,209.60",-7.32,-0.6,0
1/9/2020,9656,3849722,837035756.6,"1,213.11",3.51,0.29,1
1/12/2020,15907,3831054,1335747967,"1,255.72",42.61,3.51,1
1/13/2020,19346,5518553,1705011060,"1,270.86",15.14,1.21,1
1/14/2020,11309,3766972,1026437496,"1,263.38",-7.48,-0.59,0
1/15/2020,10703,3055233,904813932.4,"1,284.23",20.85,1.65,1
1/16/2020,17295,5025563,1699995107,"1,310.23",26,2.02,1
1/19/2020,21422,6131408,2090871447,"1,343.65",33.42,2.55,1
1/20/2020,20443,5846202,1970365565,"1,317.11",-26.54,-1.98,0
1/21/2020,13797,4455545,1519976760,"1,320.47",3.36,0.26,1
1/22/2020,15508,4914437,1581381364,"1,313.42",-7.05,-0.53,0
1/23/2020,15316,3754521,1384209412,"1,297.47",-15.95,-1.21,0
1/26/2020,12750,2660037,965018662.2,"1,276.68",-20.79,-1.6,0
1/27/2020,11209,2409262,917359865.1,"1,300.62",23.94,1.88,1
1/28/2020,14555,3739397,1400467805,"1,306.15",5.53,0.43,1
1/29/2020,13800,2878452,1293711383,"1,305.88",-0.27,-0.02,0
1/30/2020,19874,4602101,1966219749,"1,325.38",19.5,1.49,1
2/2/2020,20635,5346508,2077987799,"1,346.64",21.26,1.6,1
2/3/2020,17633,4748829,1611719203,"1,349.13",2.49,0.18,1
2/4/2020,17560,4949015,1570166163,"1,337.04",-12.09,-0.9,0
2/5/2020,12440,3260198,1082483909,"1,342.36",5.32,0.4,1
2/6/2020,13137,2801803,1049345436,"1,333.69",-8.67,-0.65,0
2/9/2020,11726,2550266,950402583.9,"1,319.99",-13.7,-1.03,0
2/10/2020,10975,2360544,932062755.1,"1,324.26",4.27,0.32,1
2/11/2020,15316,4018871,1541449710,"1,341.38",17.12,1.29,1
2/12/2020,15199,3986769,1509784311,"1,345.97",4.59,0.34,1
2/13/2020,17697,3720085,1773801861,"1,344.59",-1.38,-0.1,0
2/16/2020,18885,4105134,1978108701,"1,363.97",19.38,1.44,1
2/17/2020,24805,6474750,2687533442,"1,398.24",34.27,2.51,1
2/18/2020,20859,5468483,2125977034,"1,400.01",1.77,0.13,1
2/19/2020,15053,3455682,1628841389,"1,405.25",5.24,0.37,1
2/20/2020,23900,5829510,2785004908,"1,434.57",29.32,2.09,1
2/23/2020,30451,8769462,3608490624,"1,504.14",69.57,4.85,1
2/24/2020,31290,8348234,3410516278,"1,502.18",-1.96,-0.13,0
2/25/2020,26535,7059702,2992154424,"1,545.19",43.01,2.86,1
2/26/2020,32137,9906457,4154558786,"1,596.13",50.94,3.3,1
2/27/2020,35453,10858838,4459971386,"1,632.17",36.04,2.26,1
3/1/2020,39284,12517066,4847335195,"1,591.36",-40.81,-2.5,0
3/2/2020,19006,4986525,2154415599,"1,495.30",-96.06,-6.04,0
3/3/2020,33895,8211219,3851576536,"1,509.67",14.37,0.96,1
3/4/2020,29228,6771104,2908448306,"1,441.20",-68.47,-4.54,0
3/5/2020,22531,5940533,2457093463,"1,435.70",-5.5,-0.38,0
3/10/2020,9239,2735418,1076696300,"1,349.31",-86.39,-6.02,0
3/11/2020,23237,5626812,2221081690,"1,423.09",73.78,5.47,1
3/12/2020,23204,5686661,2206649142,"1,377.18",-45.91,-3.23,0
3/15/2020,24041,5570030,2101417292,"1,313.04",-64.14,-4.66,0
3/16/2020,16247,4191175,1615182715,"1,316.39",3.35,0.26,1
3/17/2020,18257,4367775,1465184656,"1,272.06",-44.33,-3.37,0
3/18/2020,15780,3483221,1184416878,"1,255.80",-16.26,-1.28,0
